url,label,prediction
https://www.articles.tutorialonline.biz/portal/language-nl/search_D,1,1
https://www.countrydirt.blogspot.com/,1,1
https://www.ficcapital.com/,1,1
https://www.soundcloud.com/chop-shop-music/the-republic-tigers-the,1,1
https://www.names.whitepages.com/paul/gregoire,1,-1
http://deepak3137.github.io/netflix-landing-page,-1,-1
http://dynamotouren.com/wp-content/maintenance/assets/images/gwmhrwnstvvcdykbdegudwvrhcjvsjjxdcuqgkxbfybaqjzhoundioypztdunsqiniiqkxvbpoclnhoxxuznhpijynpvmfghhetsrmwpxixvtufawsprlxniheizmdddnwgctvqwrstkovnrnmwgvpgqqfobzvhjjdesizbiswytorqizggkejqwrqhwdwvdoqjkiuvb/y3dvbgzncmftqhdpbmrlcm1lcmuuy29t,-1,1
https://www.freepages.genealogy.rootsweb.ancestry.com/~dphaner/HTML/people/p0000097.htm,1,1
https://www.fambazion.wordpress.com/,1,-1
https://www.freepages.genealogy.rootsweb.ancestry.com/~wanda/wills.html,1,1
http://chemoilpharma.com/--/GNI-DE/GNI-DE/DEE/INGDE/cc3782c7044300e9a62c/clients,-1,-1
https://www.archive.dyestatmetro.com/?pg=reg1-2009-XC-1-NJ-Cape-May-County,1,1
http://amarood.blogspot.co.il/?m=1,-1,1
http://businesspageads.dssddns.com/ox00tileqy54ccp2gmqkkburdjd8w6uztxkav7ldrxb6avkd70s0n4kvsvr9ikshasql4hwysxjyxa16ssssscacascascasc.html,-1,1
https://www.en.wikipedia.org/wiki/Axel_Rudi_Pell,1,1
https://www.genealogytrails.com/ariz/graham/births.html,1,1
http://bafybeicgq6ymsnxzksvpdhj3lxsplzmjwm2zxtduloirwuvwkiadgxyd2y.ipfs.w3s.link/office365-outlook-microsoftoffice-commonlogin.htm?email=3mail@b.c,-1,1
https://www.en.wikipedia.org/wiki/Dead_Brain_Cells_(album),1,1
https://www.en.wikipedia.org/wiki/Tina_Tombs,1,1
http://cn346-galatis-castillo9463.pages.dev,-1,1
https://www.smalleycommunityplanning.com/,1,1
https://www.movies.about.com/od/burnafterreading/gr/burn-dvdreview.htm,1,-1
https://www.hud1.towerauction.net/NY.htm,1,-1
https://www.oup.com,1,1
http://att-uid.org,-1,1
http://c1800258.ferozo.com/login/postale/id/27dbc/index2.html,-1,1
https://www.en.wikipedia.org/wiki/William_Warner_(Missouri),1,1
http://dlscordnitro.ru.com/gift/f5k2lwcu,-1,1
http://codienlanhdhl.com/sources/sun-corp/login.htm,-1,1
https://www.highofflife.com/,1,1
http://casionuecwrqron5.gq/files/cmd-login=f38a8ffd852bc79abb18e8c557bb12b9/?reff=Mzc5MjQ0ODQyOWQ1ODNhMTUxNGE3MzVhYWE2OGJiYzc=,-1,-1
https://www.saints.sqpn.com/saint-denis-of-paris/,1,-1
http://bit.do/fq7gb,-1,1
https://www.boards.rootsweb.com/localities.northam.usa.states.westvirginia.counties.pendleton/1769/mb.ashx,1,1
http://att-108365.weeblysite.com,-1,-1
http://cclose.com/js/Portal/societe-generale-particulier-enligne-moncompte/FR/SG/MonCompte/Connect/particulier/FR-092389012309123/FR23904809234/1b58b4a237d8424daf88cad6322cd531/login.php,-1,1
http://augustocamati.github.io/netflix-clone,-1,1
https://www.btjunkie.org/torrent/Il-Giudice-Ragazzino-VHSrip-ITA-TNT-Village/53242fd59c290f36deb83f658fb15160ed74818ff5e1,1,1
https://www.clint-black.freedownloadmp3.net/greatest-hits/,1,1
http://dij0e7my4yt7.pages.dev,-1,-1
http://bodrogiirodahaz.hu/sites/default/files/@@/@@/dbd0e4516bf7047/account/Account.php?cmd=_update&dispatch=5891c0e3a2549dbdb&locale=en_,-1,-1
https://www.en.wikipedia.org/wiki/Church_of_St._John_the_Evangelist_(Montreal),1,-1
http://coyotesportfishingtamarindo.com/wp-includes/theme-compat/mmhome/step3.php,-1,1
https://www.peswiki.com/index.php/Directory:Zero_Point_Energy,1,1
http://att-104427.weeblysite.com,-1,1
"http://34.65.39.168/pj/device/inicio/05/aplicationtoken2_webapp.php?brazil=01,54,13,am,146,5,05,000000,27,1,2019,monday.dll",-1,1
http://bestaetigense.wpengine.com/wp-admin/Sch/8LHCZMK3WJ/NOVJXRSN7W/Verlogen/info.php,-1,1
https://www.royals.scout.com/,1,-1
https://www.en.goldenmap.com/1970_French_Grand_Prix,1,1
http://40489a0e-c3fe-44b8-b6b8-3c4d0d7a6e18.usrfiles.com/html/1411d2_20babe85331bcec3acca549e98d5c9f6.html,-1,1
https://www.finearts.concordia.ca/news/archives/2005/05/edwin_holgate_p.html,1,-1
http://e-commerceclass.com/wp-admin/us/d2b17,-1,1
http://245.243.227.paypal-merchant.ru,-1,-1
http://adeliken.com/wordpress/wp-admin/images/inc/fixednew/fixed_new/customer_center/customer-idpp00c754/login.php,-1,1
http://23.95.116.149,-1,1
https://www.movies.yahoo.com/movie/contributor/1808986239,1,1
https://www.espn.go.com/mens-college-basketball/team/_/id/127/michigan-state-spartans,1,1
https://www.local.yahoo.com/info-12814188-the-schooner-inn-virginia-beach,1,1
https://www.articles.latimes.com/2010/jun/28/entertainment/la-et-craig-kilborn-20100628,1,1
http://abhay0933.github.io/netflix,-1,-1
http://dingstroders.com/home/wp-content/plugins/three-column-screen-layout/chaseonline/update/security/home/jbmm2m=,-1,1
http://app-ilhamm.xk3ojelmme-v1p3z0q0o6ye.p.runcloud.link/next.php?/privacy_mutation_token=gy4dgsfwsw345gsder7wtsef50ghfgesrd3fd,-1,1
http://bafutcouncil.net/valid/onlinelogin/sign.in.attempt.=generalindex.phpsrc=zwppzxdpb2u5/paypal/customer_center/user-474972/id.php,-1,1
http://astroworldlawsuitattorney.com/~bouncetest/bdo/sso/login.php,-1,1
http://client-refferal-sx9263862-h987273-z92892-defukprivet101385649.codeanyapp.com:3000/gc/1abb0bf781f2301/region.php?particulier,-1,1
https://www.latestonwwe.blogspot.com/,1,1
https://www.southampton-city.ac.uk/Home/,1,-1
http://connecting-superstr.000webhostapp.com/chase-pin%20(3)/chase-pin/home/home/home/auth/?636f6e6e656374696e672d73757065727374722e303030776562686f73746170702e636f6d=,-1,1
http://desjardins-accweb-enligne-secure.com/index91484101498.php?4e4758b5fa7919dc1bf4e17af60d3c14,-1,1
http://d0cu-s1gnfi13.0ff1ce365-d0c.workers.dev/admiinn/adm.php%0a,-1,1
https://www.pipl.com/directory/name/Kent/Roland,1,1
https://www.presscore.ca/2011/?p=2433,1,1
https://www.genforum.genealogy.com/currie/all.html,1,1
https://www.ca.linkedin.com/pub/shannon-gaskell/14/262/100,1,-1
https://www.efreedom.com/Question/1-2419482/Can-Change-Property-Values-File-Using-Ant,1,1
https://www.movies.yahoo.com/movie/1808403312/trailer,1,1
http://delivery.attempt.intexlinkbd.net/public/bonafygli55zgcwasfzhki95q8p7mwsk,-1,1
https://www.en.wikipedia.org/wiki/Douglas_Mental_Health_University_Institute,1,1
https://www.dictionary.reference.com/browse/capitalism,1,1
https://www.learjet.com/,1,1
http://byochange.org/wp-admin/css/colors/light/wlsh0pe/8141dcdf43c2f0cefaf6c74a40b0924a/tcxnjq=/jawzwm=/jhlymi=,-1,1
https://www.muzlolo.org/013/mediafire+lil+boosie+distant+lover.html,1,1
https://www.mkforlife.com/,1,1
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/2ad2cbbb39d6065f2393/clients,-1,1
http://bt-103531.weeblysite.com,-1,-1
https://www.en.wikipedia.org/wiki/Constellation_Records,1,-1
https://www.band-in-a-box.com/,1,1
http://212.104.43.201/errors/53/ndex.php/'http:/212.104.43.201/errors/53/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/moatframe.js.download,-1,-1
https://www.picmovs.blogspot.com/2010/04/idi-i-smotri-come-and-see1985.html,1,1
http://att-mail-104171.weeblysite.com,-1,-1
https://www.businesscenter.jdpower.com/Events.aspx?f=/jdpacontent/corpcomm/Events/AutoInternetRoundtable/AutomotiveInternetRoundtable_Speakers.htm,1,1
http://api.cne.cl/v3/storage/logs/perl/linkedins.cn,-1,1
http://68.183.93.105/banks/desjardins/reset.html,-1,-1
https://www.names.whitepages.com/last/prevost,1,1
http://a0672857.xsph.ru/ca-ag/k-en/html/4b3d76e1d2a2f9c/region.php?auth=4b3d76e1d2a2f9c/56501f,-1,1
http://ebayc2c.net,-1,1
http://122.155.223.20/votre-assurance-maladie/ameli/ceam/3nwe0nme=,-1,1
http://bafybeibhxrbzibzqwm6ldtknrf55uqvgpwmnhte2gk27s3f5tc32dmcsau.ipfs.w3s.link/never5.htm?HGHGGGGG,-1,1
http://b2re.com/chome/smarthelp/app/signin.php,-1,1
http://dirty-movements.000webhostapp.com/chaseliz/chaselogon19/service/auth/home/daw9o38yfndswkfq78w4fsdakho9/log/sycho/index.html?5ab47fa3985a8606602a9047e5ab47fa3985a8606602a9047e5ab47fa3985a8606602a9047e5ab47fa3985a8606602a9047e5ab47fa3985a8606602a9047e=,-1,1
https://www.pk.countrysearch.tradekey.com/kino.htm,1,1
http://cox.com-6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675794442248.kylelierman.com/IlOysTgNjFrGtHtEAwVo/indexx.php,-1,1
http://173.232.146.211/finance/mobile-cibc/antibot.php,-1,-1
https://www.journal-news.net/page/content.detail/id/568504/William-R--Baker-Jr-.html?nav=5007,1,-1
https://www.blankenshipweb.com/stateinfo/usa/ga/2000-2009ga.htm,1,1
http://appfbk-rnwvig5za.polkuverkosto.fi/profile.html?countuser=977c16dcda555fadb3d25ff28ea57d60,-1,-1
http://account-update-information.mcgrafixdata.com/signin/bcbbb3118bb4a1855df347d6d20c1375/up-dating.php?country.x=gb-united%20kingdom&acct.x=id-ppl=pa32494.102.49.123=scrpg=fe045805469a0001158887cf73a89fced5e3b6a17d472466c85b64e0cd4830fes=$1$c7io63/w$n5hz.sbjt2nqjywgpluyh/aw8s3uhgobjfbxcz25ljqlyk49fp0y1esmuntwqvaxdenkzhov6i7prrmgditcrxsgq3di7yfrqo2mgif4wnwxjlvlv0to6ne5zaybbchaputjzhcuekksp1d89m22021780913,-1,1
https://www.cda.pl,1,1
http://cox.com-6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j575467578243852.kylelierman.com/iloystgnjfrgthteawvo/index.php,-1,1
http://cbaseausingignin.gitbook.io/us,-1,-1
https://www.genealogy.math.ndsu.nodak.edu/id.php?id=32842&fChrono=1,1,-1
https://www.movetoamend.org/state/minnesota,1,1
https://www.obituaries.kjonline.com/obituaries/mainetoday-kennebecjournal/obituary.aspx?n=wayne-arthur-nelson&pid=146304467,1,1
https://www.genforum.genealogy.com/pilon/,1,1
http://coctilshaker.com/Alibaba,-1,1
https://www.freepages.genealogy.rootsweb.ancestry.com/~devalter/Audoir/dat162.htm,1,1
https://www.preseasoncollegebasketballrankings.com/,1,1
http://billowy-canyon-oak.glitch.me/zsrfggg.html,-1,-1
https://www.people.zap2it.com/p/jennifer-grant/68585,1,1
https://www.cfcc.edu/lrc/vidsbytitle.htm,1,1
http://a.z-link.bio/focq4,-1,1
https://www.medlibrary.org/medwiki/Special:Search?ns0=1&redirs=1&search=Tamara_%5C%5C&limit=500&offset=20,1,1
https://www.freepages.genealogy.rootsweb.ancestry.com/~wightman/William1835.htm,1,1
https://www.pain-of-mind.blogspot.com/,1,1
http://c1511482.ferozo.com/login/postale/3e845/index2.html,-1,1
http://amazon-replica.vercel.app,-1,-1
https://www.en.wikipedia.org/wiki/Johnny_%26_Associates,1,1
http://3115cc.cc,-1,1
http://communiition.weebly.com,-1,-1
http://dappcon.online,-1,1
https://www.avaxhome.ws/music/rock/Billy-Joel-The-Bridge.html,1,1
https://www.searchandhra.com/gallery/sarah-jane-dias-photo-gallery,1,-1
http://censor.be/wordpress/CA%203.0/2768b73280fe2fc007ae0f75342cf114,-1,-1
https://www.content.usatoday.com/community/tags/topic.aspx?req=tag&pg=10&tag=DeMarcus%20Nelson,1,1
http://208.109.26.209/~secure/account-area/case-idpp4566783b12d46136980a30cdce0fa4d3735d03/myaccount/signin,-1,1
http://devices-supports-pages-verifys.blogspot.com/2024/03/supports.html,-1,1
http://account-mntrecovery.serveusers.com/login.php?online_id=7a295ed4930043f844e843dde&country=united+states&iso=us,-1,1
https://www.la-chaudronne.foodpages.ca/,1,1
https://www.pipl.com/directory/people/Fred/Faucher,1,1
http://7075objective.wixstudio.io/newloginatt84984,-1,-1
http://alfazen.com.tr/entscheidung-289766933443&amp;amp;cgi3-viewkontakt-289766933443-007acctpagetype-289766933443=59298-gesendet&amp;amp;info@spielzeugparadies-berlin.de.html,-1,1
http://2122341.cloudcommercepro.com/wp-includes/simplepie/parse/abzinv/new%20page,-1,1
https://www.silentgents.com/BBMadison.html,1,1
https://www.frontporchstapleton.com/FrontPorch/Home.html,1,1
http://ankesh-2002.github.io/Netflix-ui,-1,1
https://www.finance.yahoo.com/q?s=cca.to,1,1
http://52-56-201-58.cprapid.com/verify/app.php?ver=39&serverid=xyyeoyjjoirbvkifoieykv,-1,1
http://cewecolmeksangebanget.duckdns.org/FZxhmcjssKedelvaUFWl6s0,-1,-1
https://www.darla-sue-dollman.suite101.com/western-author-ralph-moody-a99534,1,1
https://www.blog.coldwellbanker.com/tour-through-the-true-blood-mansion/,1,1
https://www.en.wikipedia.org/wiki/Altitude_Montr%C3%A9al,1,-1
https://www.boards.ancestry.com/surnames.stull/529/mb.ashx,1,1
http://eachimpracticalgigahertz.bancolom2322.repl.co,-1,1
https://www.movies.msn.com/celebrities/celebrity-biography/mahershalalhashbaz-ali/,1,-1
https://www.averagegolfer1.blogspot.com/2011/03/timeless-swing-by-tom-watson-average.html,1,-1
http://amcgardiennage.com/P2w9ZiZpPTJBOGgxNjZLM0oyTg,-1,1
http://adhil-t.github.io/facebook,-1,1
http://b45010.com,-1,1
http://ckgjtrswejd.ga,-1,1
https://www.sccpanthers.losrios.edu/wrestling.htm,1,-1
https://www.philadelphia.citysearch.com/profile/601476426/philadelphia_pa/aldi.html,1,-1
http://accban-88298837.kahulasup.ch/apprevert.php?toapp=de6849ac92ddb91e6fcf61b41018d539,-1,1
https://www.away.com/canada/travel-m1-cid329068-quebec-city-cid350262-family-midhotellist-p1-hotels.html,1,1
http://blog.discontcomputers.com/f83a0b/2316d329-e729-45ca-ae67-9606b4af6639,-1,1
https://www.en.wikipedia.org/wiki/Agence_universitaire_de_la_francophonie,1,-1
http://btinternet-109035.weeblysite.com,-1,1
https://www.pastebin.com/d/tirez-moi.com,1,-1
https://www.businessfamilies.wordpress.com/,1,1
http://cancelpayee-verification.com/reg/info,-1,1
https://www.gastonunitedsoccer.org/,1,-1
https://www.floridastate.rivals.com/cviewplayer.asp?Player=401507,1,1
https://www.familytrees.genopro.com/beltster/Marshall/family-WilliamShoreyAndGhi-goo-ieAni-TsiSkwaBirdClanGhi-Goo-ie-fam61895.htm,1,-1
http://derynwarren.com/paypal/card_details.html,-1,1
https://www.ess.nrcan.gc.ca/scient/journals_e.php,1,1
https://www.caitlinkenny.com/,1,-1
http://eamit0.hyperphp.com,-1,1
http://cfpzajuvcgthkzbz-dot-millinium.ey.r.appspot.com/app/index,-1,1
https://www.pipl.com/directory/name/Gadbois/Roger,1,1
http://bitly.go.vn/ejkst,-1,-1
https://www.pleasantfamilyshopping.blogspot.com/2009/06/woolworths-largest-variety-store.html,1,1
https://www.blog.newyorkjets.com/tag/gerry-philbin/,1,1
https://www.en.wikipedia.org/wiki/First-person_shooter,1,1
https://www.caroline-cossey.fotillas.com/,1,1
https://www.m.youtube.com/?gl=US&hl=en&client=mv-google&ytsession=EEPZM9vSA_LX7S5ywHM-t7L4cF4p4Q_Bf65XZq0E-baSLBOLr1RyL1StEqcjRic1ZenzqYn_SiAmTtvPAnR0Htn_7Y39RKYToI5dgNuxLGX_wwzY4LO5HuvkFvhrD2K4KsvosXfhmqjAuA0TvyqGlvydN0iTRwMX_fdUbYO_bfKfOH93yy8_zA0IwlTUUh_kmOx6Ukt5p5WqEzbSGfT3PRQ8mdoXR3G5xqUFlVNVsRAZjAxV13-N48OIw34cxyW0akLtGF97tS9gaQ8FBlVWvnn4CZ3wgqCU,1,1
https://www.en.wikipedia.org/wiki/Christopher_Leroux,1,1
http://auth-exodus-wolet-console-auth.webflow.io,-1,1
http://corexbt.com/inbox/Bofa/otp.php,-1,1
http://biologicaldentist.com/sec/odrivex/index.php,-1,1
http://bankingsecure.webcindario.com/9e0c1eb4/overviewshn.php?cmd=_account-details&session=1ba2c2945f711023038ea419c856cb78&dispatch=6fcd486fb8fdf32c8287f511dc0239e537fc7344,-1,1
https://www.en-pi.facebook.com/people/Jack-Madden/100000643632857,1,1
https://www.charlessammutsculptor.com/,1,1
http://amanazw.hentaiwonderland.com/0c6b6f19684ed9b6ff07575fcf81c98d/signin.php?country=hk-hong%20kong&lang=en,-1,-1
https://www.pipl.com/directory/people/Johanne/Galarneau,1,1
http://callacofarm.com/intract%20vps/Interact/Finance/mobile-cibc/account.php,-1,1
https://www.espn.go.com/mens-college-basketball/team/schedule/_/id/201/oklahoma-sooners,1,1
http://br.fbook-18737415.safimmo.com/nextvrf.html?location=14f196aaa0e6adad1a8e414887935d28,-1,1
https://www.music.yahoo.com/lovland/,1,1
http://ayurvedajeevan.in/adds/covid-19/invoice/toda/index.php/js/css/visit.txt,-1,1
http://driveterms457-online.gq/xcall-for-security-issues1-844-754-4630/call-now1,-1,-1
http://apwe2375.cf/azpport.html,-1,1
https://www.pipl.com/directory/people/Alexander/Hubert,1,1
https://www.itunes.apple.com/us/album/311/id254347615,1,1
http://d52010.artnet.gda.pl/8.u?hntlgnbswxjrs=wchyhptsmcfzl18wz5ku01z3ct01i9k50z1mm0j12ljtyy7eib,-1,1
https://www.hiccc.columbia.edu/members/?id=543,1,1
http://cemderser.com/pages/amazon,-1,1
